Epoch,Loss,Recall,NDCG,Training Time
0,540.3261241316795,0.0017862602835521102,0.006533511448651552,167.41235256195068
1,365.15716448426247,0.0022806907072663307,0.007892891764640808,161.57758903503418
2,306.1570002734661,0.002777620917186141,0.00833368394523859,163.51780652999878
3,291.91151589155197,0.004287464078515768,0.012708796188235283,162.5079789161682
4,279.50276163220406,0.009091885760426521,0.025793595239520073,164.50162172317505
5,267.6143763959408,0.015905078500509262,0.04319318011403084,161.93484115600586
6,253.91371294856071,0.019961591809988022,0.04815845936536789,162.1217439174652
7,240.6888606250286,0.026532918214797974,0.062390245497226715,161.9311215877533
8,229.6985303759575,0.028265485540032387,0.06880218535661697,161.11925745010376
9,220.7495033442974,0.03205883130431175,0.0737801343202591,161.94396114349365
10,212.3982205837965,0.03433955833315849,0.07924176007509232,164.02621960639954
11,204.77178110182285,0.03940190002322197,0.08956751227378845,164.30413222312927
12,198.34878453612328,0.04026736691594124,0.09168215841054916,160.62236523628235
13,192.91425248980522,0.042924802750349045,0.09743645042181015,160.66323065757751
14,187.63340690732002,0.04388381540775299,0.09744741767644882,163.53969597816467
15,184.4883287101984,0.04537351056933403,0.10283036530017853,162.08741903305054
16,181.1277021318674,0.04732422158122063,0.10626441240310669,162.72671961784363
17,178.28564459085464,0.048162929713726044,0.10938690602779388,161.4906406402588
18,175.80726775527,0.048465270549058914,0.10823380947113037,161.6156702041626
19,173.69426599144936,0.050692085176706314,0.1133849024772644,161.6178333759308
20,170.92632031440735,0.05241640284657478,0.1149616613984108,161.64454245567322
21,168.76234596967697,0.054362352937459946,0.11952139437198639,161.5566565990448
22,165.89423973858356,0.05667158216238022,0.12460777908563614,161.60499548912048
23,164.0264132618904,0.058225858956575394,0.1267400085926056,161.5510323047638
24,162.0509973168373,0.05754475295543671,0.12640906870365143,161.7615361213684
25,160.33306185901165,0.059802643954753876,0.13225117325782776,161.4724612236023
26,158.68052227795124,0.0608830526471138,0.13482153415679932,161.5727035999298
27,157.07108317315578,0.06192738562822342,0.1361391395330429,161.62795519828796
28,155.22546434402466,0.0633486658334732,0.13879966735839844,161.62982964515686
29,153.84394052624702,0.06395896524190903,0.14164933562278748,161.60085582733154
30,152.21723440289497,0.06536680459976196,0.14392733573913574,161.5322027206421
31,150.73341768980026,0.06675703078508377,0.1448546200990677,161.67876887321472
32,149.271138548851,0.06648900359869003,0.14623117446899414,161.86300563812256
33,147.31948533654213,0.06820860505104065,0.1507265269756317,161.50086617469788
34,146.1811521500349,0.07025529444217682,0.15398243069648743,161.98294305801392
35,144.87549808621407,0.07290347665548325,0.16102269291877747,163.707453250885
36,143.12064269185066,0.07378455251455307,0.15916205942630768,163.71038508415222
37,141.31888191401958,0.07516566663980484,0.16378431022167206,162.11089038848877
38,140.5658593773842,0.07534581422805786,0.16432151198387146,163.43754148483276
39,138.66003021597862,0.07847778499126434,0.1731681376695633,163.94745659828186
40,137.33900639414787,0.08072659373283386,0.17668461799621582,162.41755390167236
41,135.68271128833294,0.0819484293460846,0.17951206862926483,161.3639235496521
42,134.03748507797718,0.08348442614078522,0.18437106907367706,161.50283575057983
43,133.06707721948624,0.08477757126092911,0.1845155507326126,161.06030917167664
44,131.66255220770836,0.08726608753204346,0.19291675090789795,161.37422156333923
45,129.73815970122814,0.08914049714803696,0.1972549706697464,161.49152970314026
46,128.49568744003773,0.08927509188652039,0.1980273425579071,161.60030388832092
47,126.86198180913925,0.09043680131435394,0.19922468066215515,161.47608757019043
48,125.43463908135891,0.09272980690002441,0.20293313264846802,161.24166345596313
49,123.94625353813171,0.09345803409814835,0.2062920778989792,161.27285385131836
50,122.02759799361229,0.0939071848988533,0.20764592289924622,161.38321733474731
51,120.56634958088398,0.09583935141563416,0.20945124328136444,161.34161901474
52,119.14375603199005,0.0969119444489479,0.21396870911121368,161.52464199066162
53,117.58782517910004,0.09795594215393066,0.21595755219459534,161.44380354881287
