Epoch,Loss,Recall,NDCG,Training Time
0,503.7629044055939,0.0015566347865387797,0.00581353809684515,159.23410391807556
1,402.38465934991837,0.0021519791334867477,0.007573221810162067,159.20694708824158
2,349.2267564237118,0.0030606291256844997,0.009208125993609428,159.22586703300476
3,313.93509724736214,0.005450999364256859,0.014553114771842957,160.31373929977417
4,288.41701978445053,0.00812264159321785,0.0202006995677948,166.9185516834259
5,274.99533811211586,0.01428278535604477,0.03617208078503609,160.03476929664612
6,265.4383799135685,0.01688949018716812,0.03797166794538498,159.21059107780457
7,253.3395422399044,0.02112746611237526,0.050323665142059326,159.27671694755554
8,240.57966262102127,0.027622297406196594,0.06072862818837166,159.2178933620453
9,229.6125023663044,0.03014490194618702,0.06627517938613892,159.2373766899109
10,219.93857142329216,0.0324956439435482,0.07335963845252991,159.3319854736328
11,212.21800996363163,0.03293498978018761,0.0750427395105362,159.21806359291077
12,205.99126660823822,0.03386031091213226,0.07532605528831482,159.1811764240265
13,201.0309725254774,0.03652452304959297,0.08238831162452698,159.30040502548218
14,196.39323736727238,0.03712388128042221,0.08051417768001556,159.19307231903076
15,192.33042719960213,0.03979511186480522,0.08900775015354156,159.19683504104614
16,189.49926508963108,0.04088380187749863,0.08864690363407135,159.29235196113586
17,187.03277444839478,0.042701344937086105,0.09384752810001373,159.23761105537415
18,184.2661510705948,0.04483408108353615,0.09443632513284683,159.3235650062561
19,181.9958747625351,0.04608481749892235,0.09800022840499878,159.28676962852478
20,180.56315548717976,0.04730874300003052,0.09946700185537338,159.2074408531189
21,178.11474138498306,0.04910322651267052,0.10467939078807831,159.24007320404053
22,176.23145788908005,0.05055674538016319,0.11017291247844696,159.2894365787506
23,174.59249964356422,0.05273639038205147,0.11454962939023972,159.2868344783783
24,172.9826375991106,0.05545492842793465,0.12232798337936401,159.20660758018494
25,171.65610393881798,0.05494197458028793,0.11953722685575485,159.2778923511505
26,169.2510987073183,0.05940179154276848,0.13181641697883606,159.36173748970032
27,167.55565287172794,0.06058519333600998,0.13430187106132507,159.60797595977783
28,165.66832122206688,0.06366647779941559,0.14062683284282684,159.29968428611755
29,163.6082709133625,0.06640744209289551,0.14670345187187195,159.30921411514282
30,162.19381634891033,0.06966053694486618,0.1555279642343521,159.2452037334442
31,160.2001067250967,0.07158438116312027,0.1583746075630188,159.27901220321655
32,158.621886074543,0.07440969347953796,0.16933321952819824,159.28672051429749
33,156.9051754027605,0.07557989656925201,0.17019881308078766,159.31548833847046
34,155.21180546283722,0.0791761577129364,0.1784023493528366,159.15749526023865
35,153.5431865900755,0.0794743001461029,0.1772971898317337,159.36575937271118
36,151.97152136266232,0.08226892352104187,0.18314020335674286,159.2994830608368
37,149.988816305995,0.08343964070081711,0.1893956959247589,159.24878430366516
38,148.27391196787357,0.0852123349905014,0.18973411619663239,159.24825882911682
39,146.49665838479996,0.08708438277244568,0.1942632645368576,159.23521780967712
40,144.47510185837746,0.08957502245903015,0.19919827580451965,159.2610788345337
41,142.5984629392624,0.09127912670373917,0.20363734662532806,159.45276522636414
42,140.86955167353153,0.09289020299911499,0.2077455371618271,159.21336126327515
43,138.99423146247864,0.09330451488494873,0.20822149515151978,159.2500400543213
44,137.43824358284473,0.09506794065237045,0.21002128720283508,159.3012137413025
45,135.3045722991228,0.09616398066282272,0.2121364027261734,159.2755401134491
46,133.8866800069809,0.09597738087177277,0.21410611271858215,159.53184604644775
47,131.5844205915928,0.09694281220436096,0.2161208540201187,159.29049801826477
48,129.85524195432663,0.09846095740795135,0.21695710718631744,159.15316820144653
49,128.03165690600872,0.09996040910482407,0.22137907147407532,159.34318733215332
50,126.31726983189583,0.0989173948764801,0.21962641179561615,159.3358337879181
51,124.28932665288448,0.10097748041152954,0.22356393933296204,159.21422338485718
52,122.34649233520031,0.10174747556447983,0.22444960474967957,159.31046199798584
53,120.87560549378395,0.10245714336633682,0.22564710676670074,159.21567940711975
54,118.96617937088013,0.10292096436023712,0.22664333879947662,159.30348443984985
55,116.8223136216402,0.10419545322656631,0.22739063203334808,159.36668992042542
56,115.59128335118294,0.10462924838066101,0.2304556518793106,159.32451391220093
57,113.4208360016346,0.1047758013010025,0.2294858992099762,159.2833390235901
58,111.79971311986446,0.10530857741832733,0.23151271045207977,159.19962811470032
59,110.2940241843462,0.10592447221279144,0.2324429750442505,159.18405675888062
60,108.66279911249876,0.1066281870007515,0.23326951265335083,159.23437213897705
61,107.04294931143522,0.10671371966600418,0.23565195500850677,159.26392364501953
62,105.45293167978525,0.10694921016693115,0.2347441017627716,159.24426770210266
63,104.13103967159986,0.10736104846000671,0.23435063660144806,159.2759439945221
64,101.96462684124708,0.10798971354961395,0.2367173582315445,159.2114064693451
65,100.45036876946688,0.10914814472198486,0.23840290307998657,159.25433564186096
66,99.58269788324833,0.10887228697538376,0.23766793310642242,159.23632788658142
67,97.90471978485584,0.10954416543245316,0.2385443150997162,159.22806477546692
68,96.4037117883563,0.11017242819070816,0.24148495495319366,159.22894525527954
69,95.07847729325294,0.11017324775457382,0.24049915373325348,159.29878091812134
70,93.81745789945126,0.11068567633628845,0.2414429783821106,159.24565935134888
71,92.04694908112288,0.11118941754102707,0.24206416308879852,159.28705954551697
72,90.96527552604675,0.1109653040766716,0.24242828786373138,159.31333923339844
73,89.84544264525175,0.11192253977060318,0.242890864610672,159.2703742980957
74,88.4628476947546,0.11168228089809418,0.24423977732658386,159.24012351036072
75,87.44502991437912,0.11265744268894196,0.24511310458183289,159.2061731815338
76,86.38947486132383,0.112690269947052,0.24416150152683258,159.2511429786682
77,84.82901749759912,0.11284996569156647,0.24605624377727509,159.1997754573822
78,83.49198745936155,0.11392417550086975,0.24572131037712097,159.24542808532715
79,82.61592562496662,0.11352642625570297,0.24547642469406128,159.287367105484
80,81.09589290618896,0.11404720693826675,0.24630403518676758,159.25034165382385
81,80.43551567941904,0.11383625864982605,0.2459259182214737,159.31460070610046
82,79.61929734796286,0.11461138725280762,0.2475120574235916,159.23376297950745
83,77.91647839546204,0.1149413213133812,0.24742811918258667,159.2250657081604
84,77.6860073953867,0.11477351933717728,0.24764908850193024,159.33468651771545
85,76.29880581051111,0.11612670868635178,0.24797296524047852,159.2750699520111
86,75.19180231541395,0.11588533222675323,0.24913685023784637,159.89901447296143
87,73.89594846963882,0.11614097654819489,0.24952875077724457,161.4250454902649
88,72.80006125569344,0.11626314371824265,0.24972277879714966,159.46183156967163
89,72.330062918365,0.11653608083724976,0.250732958316803,159.213858127594
90,71.49040269106627,0.11614254862070084,0.24989072978496552,159.21075177192688
