Epoch,Loss,Recall,NDCG,Training Time
0,546.9344428181648,0.0012935270788148046,0.004467737395316362,170.64053225517273
1,389.63167068362236,0.003325261175632477,0.011173125356435776,169.95234560966492
2,303.20502656698227,0.004834077320992947,0.012697551399469376,170.0671672821045
3,285.6240873634815,0.005988223943859339,0.016368620097637177,170.16924905776978
4,273.06005442142487,0.009149512276053429,0.023425137624144554,170.02108764648438
5,257.32606425881386,0.01571016199886799,0.03752441704273224,169.8017988204956
6,241.62640342116356,0.0201533455401659,0.04744665324687958,170.38622307777405
7,229.07440322637558,0.02424139901995659,0.05746876448392868,170.2858510017395
8,219.77818629145622,0.027156798169016838,0.06457942724227905,169.85205721855164
9,211.86050961911678,0.03228631988167763,0.07449080795049667,170.0404930114746
10,206.64583975076675,0.032410990446805954,0.0790620744228363,169.9478406906128
11,202.4059123545885,0.03695495054125786,0.08567715436220169,170.1862235069275
12,198.22233705222607,0.037333499640226364,0.08225761353969574,170.45264601707458
13,194.22252693772316,0.04036356881260872,0.08863504230976105,170.03595066070557
14,191.0604107528925,0.042071036994457245,0.09153257310390472,170.00524806976318
15,188.07065773010254,0.04587560519576073,0.09939870983362198,169.8046474456787
16,185.7271526902914,0.04751069098711014,0.10505009442567825,169.888929605484
17,183.52102693915367,0.049306899309158325,0.10979492962360382,170.39100694656372
18,181.22599621117115,0.048440076410770416,0.10904183238744736,170.27403473854065
19,178.81766337156296,0.05169494450092316,0.10995502769947052,169.97263646125793
20,176.66815653443336,0.053267937153577805,0.11620837450027466,170.17633938789368
21,174.69851668179035,0.05443309247493744,0.12049246579408646,170.29835987091064
22,172.8455349355936,0.05477213114500046,0.11932267248630524,170.14833688735962
23,171.2378753721714,0.056367792189121246,0.12265302240848541,170.13403272628784
24,169.09288315474987,0.0583014152944088,0.12497323006391525,170.35524129867554
25,167.2815863788128,0.0592886283993721,0.13193923234939575,170.48719334602356
26,165.5466716736555,0.06137249991297722,0.1334039270877838,170.56357741355896
27,163.54762907326221,0.06240534409880638,0.13579171895980835,170.3369219303131
28,162.3202785551548,0.06364501267671585,0.14002273976802826,170.34733653068542
29,160.23348109424114,0.06506381183862686,0.14090625941753387,170.09145665168762
30,158.6691676080227,0.06489665806293488,0.1440223604440689,170.36408042907715
31,157.0257026553154,0.06621330231428146,0.14583423733711243,170.3337745666504
32,155.32639522850513,0.06938900798559189,0.1508803516626358,170.29027247428894
33,153.82349586486816,0.06990263611078262,0.15212707221508026,170.09051704406738
34,152.1596217751503,0.07146444171667099,0.15820074081420898,170.0346839427948
35,150.18418429791927,0.07376188784837723,0.16244490444660187,170.33403968811035
36,148.6548698991537,0.07496102154254913,0.16330593824386597,170.12046933174133
37,147.17089314758778,0.07676146179437637,0.17026755213737488,170.05969715118408
38,145.4951763600111,0.07842452079057693,0.17276816070079803,169.96935939788818
39,143.90778854489326,0.08000973612070084,0.17602121829986572,170.24442052841187
40,142.31466118991375,0.08197226375341415,0.18380999565124512,170.15293073654175
41,140.67300939559937,0.0830233097076416,0.1853829026222229,170.18823742866516
42,138.70445188879967,0.08603016287088394,0.19011227786540985,170.0967311859131
43,137.00953535735607,0.08687249571084976,0.19160884618759155,170.33511447906494
44,135.80745673179626,0.08807965368032455,0.19411450624465942,170.3652572631836
45,133.8942409902811,0.08999497443437576,0.1995680034160614,169.81551790237427
